transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,revenue,country,channel
T002668,C0302,P001,2024-12-12,3,4.45,13.36,Belgium,Mobile
T002669,C0302,P011,2024-08-29,8,15.21,121.7,Belgium,Online
T002670,C0302,P003,2024-08-05,10,8.01,80.13,Belgium,Mobile
T002671,C0302,P013,2024-08-05,5,19.56,97.81,Belgium,Mobile
T002672,C0302,P019,2024-10-25,3,16.19,48.58,Belgium,Mobile
T002673,C0302,P008,2024-06-18,6,21.58,129.46,Belgium,Online
T002674,C0302,P002,2024-11-21,3,19.26,57.79,Belgium,Online
T002675,C0302,P012,2024-10-17,6,8.56,51.33,Belgium,Partner
T002676,C0302,P017,2024-06-30,7,31.18,218.24,Belgium,Online
T002677,C0302,P013,2024-11-05,9,19.88,178.9,Belgium,Online
T002678,C0302,P010,2024-09-25,8,6.26,50.11,Belgium,In-Store
T002679,C0303,P011,2024-10-30,5,15.34,76.7,Portugal,Partner
T002680,C0303,P010,2024-08-01,5,5.93,29.64,Portugal,Partner
T002681,C0303,P006,2024-09-03,3,12.98,38.94,Portugal,In-Store
T002682,C0303,P017,2024-09-27,5,30.65,153.24,Portugal,Online
T002683,C0303,P020,2024-06-24,5,12.83,64.13,Portugal,In-Store
T002684,C0303,P006,2024-07-17,6,12.77,76.6,Portugal,Mobile
T002685,C0303,P014,2024-12-03,5,5.28,26.4,Portugal,Mobile
T002686,C0303,P003,2024-07-02,8,8.59,68.69,Portugal,Partner
T002687,C0303,P001,2024-12-15,8,4.53,36.24,Portugal,Online
T002688,C0303,P017,2024-10-19,9,31.08,279.69,Portugal,Online
T002689,C0303,P019,2024-09-29,8,16.1,128.8,Portugal,Mobile
T002690,C0303,P004,2024-06-13,9,6.79,61.09,Portugal,In-Store
T002691,C0303,P008,2024-11-02,10,22.08,220.77,Portugal,Mobile
T002692,C0303,P003,2024-10-27,9,8.34,75.06,Portugal,Partner
T002693,C0303,P006,2024-06-14,7,12.29,86.03,Portugal,Online
T002694,C0303,P017,2024-07-12,5,30.94,154.69,Portugal,Online
T002695,C0303,P002,2024-10-16,5,19.09,95.44,Portugal,Mobile
T002696,C0303,P008,2024-08-04,5,22.36,111.79,Portugal,Online
T002697,C0303,P009,2024-07-25,7,7.49,52.43,Portugal,Mobile
T002698,C0303,P017,2024-09-01,4,30.61,122.45,Portugal,Mobile
T002699,C0303,P001,2024-07-03,5,4.61,23.03,Portugal,Online
T002700,C0303,P007,2024-07-09,3,13.69,41.06,Portugal,Mobile
T002701,C0303,P005,2024-07-03,5,10.21,51.03,Portugal,Online
T002702,C0303,P008,2024-12-16,8,22.48,179.83,Portugal,Mobile
T002703,C0303,P017,2024-09-13,4,31.74,126.95,Portugal,In-Store
T002704,C0303,P013,2024-06-15,6,19.0,113.98,Portugal,In-Store
T002705,C0303,P020,2024-09-26,6,14.09,84.52,Portugal,In-Store
T002706,C0303,P013,2024-12-14,4,20.21,80.85,Portugal,Online
T002707,C0303,P001,2024-11-22,5,4.72,23.6,Portugal,Online
T002708,C0304,P010,2024-07-11,9,6.21,55.88,Germany,Mobile
T002709,C0304,P004,2024-12-07,3,6.59,19.77,Germany,In-Store
T002710,C0304,P003,2024-06-21,9,8.16,73.45,Germany,Mobile
T002711,C0304,P004,2024-09-02,9,6.74,60.67,Germany,Partner
T002712,C0304,P018,2024-09-09,8,7.59,60.72,Germany,Partner
T002713,C0304,P002,2024-07-10,9,18.48,166.36,Germany,Online
T002714,C0304,P019,2024-10-27,9,15.77,141.92,Germany,In-Store
T002715,C0304,P009,2024-09-19,7,7.62,53.32,Germany,Partner
T002716,C0304,P007,2024-07-28,7,14.15,99.03,Germany,Partner
T002717,C0304,P012,2024-07-13,3,8.82,26.47,Germany,Partner
T002718,C0304,P007,2024-09-20,5,14.49,72.43,Germany,Online
T002719,C0304,P003,2024-12-19,7,8.64,60.46,Germany,Partner
T002720,C0304,P005,2024-08-22,8,10.43,83.44,Germany,In-Store
T002721,C0304,P005,2024-11-10,4,10.17,40.68,Germany,Online
T002722,C0304,P018,2024-11-23,10,7.58,75.76,Germany,Online
T002723,C0304,P020,2024-08-19,9,13.02,117.22,Germany,Online
T002724,C0304,P020,2024-08-26,9,13.18,118.63,Germany,Mobile
T002725,C0304,P005,2024-07-18,7,10.44,73.06,Germany,In-Store
T002726,C0304,P002,2024-08-06,8,19.05,152.4,Germany,Mobile
T002727,C0304,P002,2024-09-02,6,18.19,109.13,Germany,Partner
T002728,C0304,P013,2024-09-03,3,19.74,59.21,Germany,Partner
T002729,C0304,P013,2024-09-11,7,19.99,139.92,Germany,In-Store
T002730,C0304,P011,2024-09-03,6,15.78,94.66,Germany,Partner
T002731,C0304,P009,2024-12-16,9,7.41,66.73,Germany,Partner
T002732,C0304,P003,2024-06-21,9,8.01,72.09,Germany,Mobile
T002733,C0304,P011,2024-06-03,7,15.79,110.54,Germany,In-Store
T002734,C0304,P020,2024-07-18,7,13.51,94.58,Germany,Partner
T002735,C0304,P020,2024-10-26,5,13.26,66.31,Germany,Partner
T002736,C0304,P013,2024-08-01,7,20.68,144.75,Germany,Online
T002737,C0304,P015,2024-12-01,7,24.08,168.57,Germany,Online
T002738,C0305,P006,2024-06-14,9,12.03,108.25,USA,In-Store
T002739,C0305,P018,2024-09-15,6,7.07,42.4,USA,Online
T002740,C0305,P010,2024-12-25,8,6.22,49.77,USA,Online
T002741,C0305,P015,2024-07-28,9,24.29,218.61,USA,Online
T002742,C0305,P001,2024-07-02,3,4.52,13.55,USA,Partner
T002743,C0305,P017,2024-07-01,8,33.34,266.75,USA,Online
T002744,C0305,P012,2024-08-11,10,8.63,86.33,USA,In-Store
T002745,C0305,P006,2024-08-11,6,12.33,73.97,USA,Mobile
T002746,C0305,P014,2024-11-14,10,5.37,53.68,USA,Partner
T002747,C0305,P002,2024-07-12,4,18.98,75.94,USA,Online
T002748,C0305,P017,2024-12-28,9,32.95,296.54,USA,Mobile
T002749,C0305,P008,2024-09-19,10,21.92,219.18,USA,Partner
T002750,C0305,P011,2024-06-29,9,15.5,139.51,USA,In-Store
T002751,C0305,P002,2024-08-31,3,19.8,59.39,USA,Mobile
T002752,C0305,P015,2024-08-23,4,23.8,95.21,USA,Online
T002753,C0305,P002,2024-11-22,3,19.79,59.37,USA,Mobile
T002754,C0305,P005,2024-11-17,4,9.8,39.2,USA,Mobile
T002755,C0305,P004,2024-10-25,9,6.43,57.87,USA,Online
T002756,C0305,P007,2024-06-23,9,14.04,126.37,USA,Partner
T002757,C0305,P006,2024-11-07,3,12.12,36.37,USA,In-Store
T002758,C0305,P012,2024-12-02,5,9.02,45.08,USA,Online
T002759,C0305,P020,2024-10-03,5,13.6,68.01,USA,Mobile
T002760,C0305,P012,2024-08-30,5,9.2,45.99,USA,Mobile
T002761,C0306,P005,2024-12-26,5,9.64,48.21,USA,Partner
T002762,C0306,P008,2024-07-15,6,22.87,137.2,USA,Online
T002763,C0306,P010,2024-12-30,8,6.2,49.61,USA,Mobile
T002764,C0306,P012,2024-06-23,6,8.67,52.0,USA,In-Store
T002765,C0306,P002,2024-10-20,10,18.79,187.95,USA,Partner
T002766,C0306,P002,2024-07-01,5,18.78,93.9,USA,Mobile
T002767,C0306,P007,2024-07-02,-9,13.35,-120.19,USA,Mobile
T002768,C0306,P013,2024-12-28,4,19.7,78.79,USA,Mobile
T002769,C0306,P018,2024-10-05,5,7.4,37.0,USA,Partner
T002770,C0306,P009,2024-08-23,7,7.71,53.97,USA,Partner
T002771,C0306,P009,2024-07-26,5,7.23,36.17,USA,Mobile
T002772,C0306,P005,2024-11-10,5,10.41,52.05,USA,Online
T002773,C0306,P020,2024-10-22,7,13.17,92.17,USA,Mobile
T002774,C0306,P006,2024-06-15,5,12.79,63.96,USA,Partner
T002775,C0306,P006,2024-09-08,8,12.14,97.11,USA,Mobile
T002776,C0306,P016,2024-10-15,6,10.52,63.14,USA,Online
T002777,C0306,P009,2024-06-27,9,7.64,68.74,USA,Mobile
T002778,C0306,P001,2024-10-22,10,4.58,45.76,USA,In-Store
T002779,C0306,P004,2024-06-19,8,6.51,52.1,USA,Mobile
T002780,C0306,P013,2024-12-18,5,19.79,98.96,USA,In-Store
T002781,C0306,P013,2024-11-16,6,20.13,120.79,USA,In-Store
T002782,C0306,P013,2024-09-30,4,19.62,78.47,USA,Online
T002783,C0307,P011,2024-11-08,7,16.11,112.77,Australia,Online
T002784,C0307,P012,2024-06-19,4,8.94,35.74,Australia,Online
T002785,C0307,P019,2024-10-24,8,15.72,125.74,Australia,Online
T002786,C0307,P019,2024-08-22,9,16.14,145.24,Australia,Partner
T002787,C0307,P018,2024-10-01,10,7.15,71.47,Australia,Online
T002788,C0307,P005,2024-07-11,3,9.74,29.23,Australia,Online
T002789,C0307,P003,2024-06-23,10,7.92,79.17,Australia,Mobile
T002790,C0307,P010,2024-12-10,4,6.25,25.02,Australia,Partner
T002791,C0307,P020,2024-09-25,9,13.45,121.05,Australia,Partner
T002792,C0307,P002,2024-10-04,10,18.45,184.5,Australia,Partner
T002793,C0307,P008,2024-07-18,4,22.66,90.62,Australia,Mobile
T002794,C0307,P015,2024-08-26,9,25.43,228.84,Australia,Partner
T002795,C0307,P018,2024-07-24,9,7.14,64.29,Australia,In-Store
T002796,C0307,P007,2024-09-06,4,14.14,56.57,Australia,In-Store
T002797,C0307,P010,2024-12-03,6,5.71,34.25,Australia,In-Store
T002798,C0307,P006,2024-07-01,6,12.03,72.19,Australia,Online
T002799,C0307,P012,2024-09-05,3,9.25,27.74,Australia,In-Store
T002800,C0307,P010,2024-06-02,10,6.17,61.69,Australia,Online
T002801,C0307,P001,2024-09-10,5,4.46,22.32,Australia,In-Store
T002802,C0307,P010,2024-09-23,9,5.99,53.89,Australia,Partner
T002803,C0307,P010,2024-08-28,4,5.94,23.77,Australia,Partner
T002804,C0307,P002,2024-09-13,7,19.67,137.69,Australia,Mobile
T002805,C0307,P012,2024-06-10,8,9.18,73.43,Australia,Partner
T002806,C0307,P009,2024-09-21,9,7.59,68.29,Australia,Online
T002807,C0307,P004,2024-07-28,8,6.51,52.04,Australia,In-Store
T002808,C0307,P007,2024-12-02,3,14.27,42.82,Australia,Online
T002809,C0308,P012,2024-09-27,8,8.65,69.19,Belgium,Partner
T002810,C0308,P007,2024-08-20,9,13.72,123.48,Belgium,In-Store
T002811,C0308,P017,2024-08-12,8,32.36,258.86,Belgium,Partner
T002812,C0308,P014,2024-08-07,6,5.39,32.34,Belgium,In-Store
T002813,C0308,P008,2024-12-20,7,22.46,157.22,Belgium,In-Store
T002814,C0308,P020,2024-10-29,4,13.36,53.44,Belgium,Mobile
T002815,C0308,P020,2024-08-06,6,13.95,83.7,Belgium,In-Store
T002816,C0308,P019,2024-08-09,10,15.65,156.46,Belgium,Partner
T002817,C0308,P009,2024-11-16,3,7.52,22.56,Belgium,Mobile
T002818,C0308,P005,2024-09-16,6,9.54,57.23,Belgium,Mobile
T002819,C0308,P020,2024-10-26,10,13.8,138.02,Belgium,In-Store
T002820,C0308,P004,2024-12-12,6,6.52,39.11,Belgium,Partner
T002821,C0308,P005,2024-10-01,3,10.18,30.54,Belgium,Online
T002822,C0308,P016,2024-08-29,8,10.78,86.25,Belgium,Mobile
T002823,C0308,P010,2024-10-28,9,5.91,53.21,Belgium,Mobile
T002824,C0308,P005,2024-08-11,3,9.73,29.2,Belgium,Partner
T002825,C0308,P010,2024-11-04,9,6.25,56.22,Belgium,Mobile
T002826,C0308,P019,2024-12-06,3,16.51,49.52,Belgium,In-Store
T002827,C0308,P004,2024-09-27,5,6.94,34.69,Belgium,In-Store
T002828,C0308,P013,2024-07-19,8,20.05,160.38,Belgium,In-Store
T002829,C0309,P016,2024-12-24,3,11.06,33.18,Spain,Online
T002830,C0309,P019,2024-09-01,6,16.7,100.2,Spain,In-Store
T002831,C0309,P007,2024-07-27,7,14.27,99.92,Spain,Online
T002832,C0309,P003,2024-06-13,6,8.61,51.65,Spain,Mobile
T002833,C0309,P010,2024-11-19,5,5.8,29.02,Spain,Mobile
T002834,C0309,P002,2024-07-17,6,18.41,110.46,Spain,In-Store
T002835,C0309,P014,2024-07-30,-6,5.59,-33.51,Spain,Partner
T002836,C0309,P019,2024-12-23,9,16.0,143.97,Spain,Partner
T002837,C0309,P018,2024-11-14,3,6.91,20.73,Spain,In-Store
T002838,C0309,P005,2024-06-13,7,9.87,69.1,Spain,Mobile
T002839,C0309,P003,2024-09-28,10,8.2,81.99,Spain,In-Store
T002840,C0309,P007,2024-06-15,3,13.72,41.17,Spain,Mobile
T002841,C0309,P008,2024-12-26,8,22.98,183.87,Spain,In-Store
T002842,C0309,P014,2024-08-26,9,5.41,48.7,Spain,Mobile
T002843,C0309,P007,2024-11-07,6,13.49,80.92,Spain,Mobile
T002844,C0309,P001,2024-10-25,5,4.28,21.41,Spain,Online
T002845,C0309,P007,2024-07-27,6,14.53,87.17,Spain,Mobile
T002846,C0309,P009,2024-11-25,9,7.48,67.29,Spain,Online
T002847,C0309,P014,2024-09-21,10,5.43,54.26,Spain,Partner
T002848,C0309,P005,2024-12-26,10,10.1,101.0,Spain,In-Store
T002849,C0309,P008,2024-07-24,3,21.28,63.85,Spain,Online
T002850,C0309,P003,2024-10-21,5,8.59,42.94,Spain,In-Store
T002851,C0309,P016,2024-12-01,5,10.71,53.54,Spain,Mobile
T002852,C0309,P002,2024-12-22,5,19.07,95.33,Spain,Online
T002853,C0309,P003,2024-11-17,10,8.43,84.3,Spain,Mobile
T002854,C0310,P002,2024-12-02,8,18.15,145.21,Australia,Partner
T002855,C0310,P009,2024-12-30,10,7.67,76.72,Australia,Partner
T002856,C0310,P016,2024-11-07,8,11.36,90.86,Australia,Mobile
T002857,C0310,P009,2024-07-29,3,7.41,22.24,Australia,Partner
T002858,C0310,P005,2024-06-17,10,10.12,101.19,Australia,Mobile
T002859,C0310,P005,2024-10-28,8,10.09,80.71,Australia,In-Store
T002860,C0310,P013,2024-08-05,9,20.51,184.56,Australia,Mobile
T002861,C0310,P008,2024-10-25,10,21.45,214.48,Australia,Online
T002862,C0310,P006,2024-06-13,4,12.04,48.15,Australia,Online
T002863,C0310,P017,2024-11-26,10,33.49,334.91,Australia,In-Store
T002864,C0310,P018,2024-06-13,9,7.47,67.26,Australia,Online
T002865,C0310,P015,2024-11-25,3,25.9,77.69,Australia,Online
T002866,C0310,P008,2024-11-06,5,21.68,108.38,Australia,In-Store
T002867,C0310,P012,2024-12-13,5,9.09,45.44,Australia,Online
T002868,C0310,P016,2024-10-05,4,10.64,42.56,Australia,Partner
T002869,C0310,P009,2024-07-12,6,7.29,43.74,Australia,Online
T002870,C0310,P012,2024-07-16,7,8.68,60.79,Australia,Partner
T002871,C0310,P011,2024-07-20,7,16.15,113.02,Australia,Mobile
T002872,C0310,P001,2024-08-17,6,4.37,26.2,Australia,Partner
T002873,C0310,P001,2024-10-09,7,4.5,31.51,Australia,In-Store
T002874,C0310,P001,2024-06-03,7,4.48,31.39,Australia,In-Store
T002875,C0310,P020,2024-06-19,9,13.86,124.73,Australia,In-Store
T002876,C0310,P007,2024-07-17,10,14.0,139.96,Australia,Partner
T002877,C0310,P014,2024-12-07,6,5.31,31.88,Australia,In-Store
T002878,C0311,P008,2024-09-30,7,21.31,149.15,Netherlands,In-Store
T002879,C0311,P006,2024-06-05,5,13.02,65.08,Netherlands,Partner
T002880,C0311,P003,2024-12-25,9,8.13,73.13,Netherlands,Mobile
T002881,C0311,P001,2024-07-09,8,4.53,36.26,Netherlands,In-Store
T002882,C0311,P004,2024-12-14,4,6.63,26.52,Netherlands,Partner
T002883,C0311,P007,2024-12-11,3,13.51,40.54,Netherlands,Partner
T002884,C0311,P008,2024-12-25,9,21.44,192.94,Netherlands,Mobile
T002885,C0311,P014,2024-11-18,5,5.68,28.4,Netherlands,Mobile
T002886,C0311,P002,2024-08-06,9,18.76,168.81,Netherlands,Online
T002887,C0311,P018,2024-06-28,8,6.96,55.66,Netherlands,Mobile
T002888,C0311,P018,2024-07-28,3,6.92,20.76,Netherlands,Mobile
T002889,C0311,P003,2024-12-30,4,7.98,31.93,Netherlands,Mobile
T002890,C0311,P003,2024-06-29,8,8.46,67.64,Netherlands,In-Store
T002891,C0311,P018,2024-10-16,5,7.52,37.59,Netherlands,Partner
T002892,C0311,P013,2024-10-28,7,20.78,145.44,Netherlands,Online
T002893,C0311,P017,2024-09-08,8,31.24,249.91,Netherlands,In-Store
T002894,C0311,P010,2024-06-11,5,6.19,30.96,Netherlands,Partner
T002895,C0311,P006,2024-08-02,10,12.43,124.28,Netherlands,In-Store
T002896,C0311,P017,2024-11-11,8,32.88,263.06,Netherlands,Partner
T002897,C0311,P010,2024-07-01,9,6.14,55.25,Netherlands,Partner
T002898,C0311,P005,2024-11-04,6,9.79,58.72,Netherlands,Mobile
T002899,C0311,P014,2024-06-05,5,5.32,26.62,Netherlands,In-Store
T002900,C0311,P003,2024-10-15,3,8.07,24.22,Netherlands,Mobile
T002901,C0311,P004,2024-10-24,7,6.91,48.35,Netherlands,Online
T002902,C0311,P003,2024-12-29,10,8.55,85.49,Netherlands,Partner
T002903,C0311,P019,2024-11-14,7,16.11,112.77,Netherlands,Mobile
T002904,C0311,P017,2024-06-15,6,30.75,184.53,Netherlands,Mobile
T002905,C0311,P014,2024-12-08,9,5.45,49.05,Netherlands,Mobile
T002906,C0312,P002,2024-07-12,3,18.7,56.1,Belgium,In-Store
T002907,C0312,P007,2024-08-22,9,13.56,122.08,Belgium,Online
T002908,C0312,P011,2024-07-31,5,15.63,78.16,Belgium,Online
T002909,C0312,P012,2024-11-05,5,9.38,46.91,Belgium,Mobile
T002910,C0312,P019,2024-11-26,3,15.29,45.86,Belgium,Partner
T002911,C0312,P006,2024-07-29,10,12.82,128.2,Belgium,Mobile
T002912,C0312,P018,2024-09-07,6,7.53,45.16,Belgium,Mobile
T002913,C0312,P007,2024-10-08,10,13.87,138.71,Belgium,In-Store
T002914,C0312,P004,2024-08-03,9,6.53,58.79,Belgium,Partner
T002915,C0312,P018,2024-06-20,7,7.59,53.11,Belgium,Mobile
T002916,C0312,P005,2024-11-03,5,9.69,48.46,Belgium,Mobile
T002917,C0312,P004,2024-12-06,6,6.65,39.89,Belgium,Online
T002918,C0312,P017,2024-12-06,10,31.44,314.41,Belgium,Online
T002919,C0312,P013,2024-06-12,10,19.98,199.76,Belgium,Partner
T002920,C0312,P012,2024-10-16,5,8.56,42.78,Belgium,Online
T002921,C0313,P008,2024-09-22,4,22.27,89.07,Netherlands,Partner
T002922,C0313,P004,2024-08-30,10,7.03,70.32,Netherlands,Partner
T002923,C0313,P019,2024-11-17,6,16.06,96.33,Netherlands,Partner
T002924,C0313,P006,2024-07-09,3,13.11,39.34,Netherlands,Partner
T002925,C0313,P013,2024-10-15,8,20.38,163.05,Netherlands,Partner
T002926,C0313,P006,2024-08-22,8,12.59,100.75,Netherlands,Partner
T002927,C0313,P007,2024-07-12,7,14.16,99.14,Netherlands,In-Store
T002928,C0313,P011,2024-11-08,6,16.16,96.98,Netherlands,Online
T002929,C0313,P015,2024-11-03,7,25.96,181.69,Netherlands,Online
T002930,C0313,P015,2024-11-06,7,25.31,177.16,Netherlands,Partner
T002931,C0313,P014,2024-11-06,7,5.26,36.82,Netherlands,Partner
T002932,C0313,P016,2024-10-31,3,11.07,33.21,Netherlands,Partner
T002933,C0313,P010,2024-11-06,10,5.84,58.43,Netherlands,In-Store
T002934,C0313,P013,2024-12-23,7,19.14,133.99,Netherlands,In-Store
T002935,C0313,P004,2024-09-26,9,6.72,60.52,Netherlands,In-Store
T002936,C0313,P007,2024-10-15,9,14.33,128.94,Netherlands,Online
T002937,C0313,P013,2024-08-07,7,20.54,143.8,Netherlands,In-Store
T002938,C0313,P011,2024-11-11,3,16.47,49.4,Netherlands,Partner
T002939,C0313,P001,2024-06-09,8,4.71,37.67,Netherlands,Mobile
T002940,C0313,P013,2024-09-11,5,20.91,104.56,Netherlands,In-Store
T002941,C0313,P018,2024-08-09,3,6.9,20.7,Netherlands,In-Store
T002942,C0313,P012,2024-10-17,-4,9.24,-36.97,Netherlands,Mobile
T002943,C0313,P002,2024-10-17,8,18.96,151.65,Netherlands,Mobile
T002944,C0314,P009,2024-07-31,4,7.54,30.16,Germany,Online
T002945,C0314,P005,2024-06-13,10,10.28,102.78,Germany,Online
T002946,C0314,P007,2024-12-12,3,14.25,42.75,Germany,Partner
T002947,C0314,P004,2024-08-31,-8,6.85,-54.78,Germany,Partner
T002948,C0314,P010,2024-07-20,4,6.02,24.1,Germany,Partner
T002949,C0314,P018,2024-10-07,7,7.2,50.4,Germany,Partner
T002950,C0314,P001,2024-11-12,4,4.51,18.06,Germany,Online
T002951,C0314,P001,2024-09-04,4,4.56,18.24,Germany,Online
T002952,C0314,P002,2024-08-04,6,18.56,111.34,Germany,Mobile
T002953,C0314,P020,2024-08-27,3,13.36,40.07,Germany,Partner
T002954,C0314,P018,2024-08-17,9,7.48,67.33,Germany,Online
T002955,C0314,P013,2024-08-22,5,20.56,102.82,Germany,In-Store
T002956,C0314,P020,2024-09-17,9,14.0,126.02,Germany,Mobile
T002957,C0314,P006,2024-07-31,-5,12.03,-60.16,Germany,Mobile
T002958,C0314,P010,2024-08-18,10,6.17,61.66,Germany,Partner
T002959,C0314,P013,2024-08-23,7,20.07,140.51,Germany,In-Store
T002960,C0314,P020,2024-06-25,6,13.64,81.82,Germany,Mobile
T002961,C0314,P018,2024-06-21,6,7.11,42.68,Germany,Mobile
T002962,C0314,P010,2024-07-13,8,6.13,49.02,Germany,Online
T002963,C0314,P001,2024-06-24,6,4.45,26.71,Germany,Online
T002964,C0314,P016,2024-11-10,6,11.47,68.79,Germany,Partner
T002965,C0314,P016,2024-11-12,5,10.92,54.59,Germany,Mobile
T002966,C0314,P020,2024-08-22,8,13.58,108.6,Germany,In-Store
T002967,C0314,P006,2024-11-22,5,12.61,63.03,Germany,In-Store
T002968,C0314,P005,2024-10-07,8,9.59,76.73,Germany,In-Store
T002969,C0314,P016,2024-06-15,8,11.13,89.01,Germany,In-Store
T002970,C0314,P002,2024-08-06,3,18.73,56.19,Germany,Partner
T002971,C0314,P015,2024-09-02,7,24.41,170.89,Germany,Mobile
T002972,C0314,P012,2024-12-05,5,8.82,44.09,Germany,In-Store
T002973,C0314,P004,2024-11-27,10,6.49,64.93,Germany,Partner
T002974,C0315,P009,2024-01-19,4,7.76,31.04,Netherlands,In-Store
T002975,C0315,P008,2024-04-09,5,22.02,110.12,Netherlands,Online
T002976,C0315,P017,2024-02-05,3,31.75,95.24,Netherlands,Mobile
T002977,C0315,P008,2024-08-06,6,22.92,137.52,Netherlands,Online
T002978,C0315,P017,2024-10-12,5,32.02,160.1,Netherlands,Online
T002979,C0315,P012,2024-01-05,3,8.98,26.95,Netherlands,In-Store
T002980,C0315,P018,2024-06-09,5,7.02,35.1,Netherlands,Mobile
T002981,C0315,P004,2024-12-04,5,6.88,34.4,Netherlands,Mobile
T002982,C0315,P011,2024-09-19,3,15.97,47.92,Netherlands,Online
T002983,C0315,P004,2024-08-05,6,6.79,40.76,Netherlands,Partner
T002984,C0315,P007,2024-02-14,4,13.69,54.76,Netherlands,Partner
T002985,C0316,P013,2024-02-03,3,20.17,60.52,USA,In-Store
T002986,C0316,P008,2024-11-05,3,22.69,68.07,USA,In-Store
T002987,C0316,P013,2024-01-27,5,19.51,97.57,USA,Online
T002988,C0316,P002,2024-06-23,2,18.13,36.26,USA,Partner
T002989,C0316,P008,2024-12-16,6,20.94,125.62,USA,In-Store
T002990,C0316,P006,2024-07-28,2,12.76,25.51,USA,In-Store
T002991,C0316,P010,2024-09-20,3,6.08,18.24,USA,In-Store
T002992,C0316,P020,2024-08-12,6,13.8,82.82,USA,Mobile
T002993,C0316,P018,2024-06-17,4,7.48,29.94,USA,In-Store
T002994,C0316,P017,2024-10-30,3,33.43,100.28,USA,Online
T002995,C0316,P006,2024-08-24,3,11.96,35.89,USA,Online
T002996,C0316,P005,2024-11-07,4,10.02,40.08,USA,Partner
T002997,C0316,P003,2024-10-24,5,7.85,39.25,USA,In-Store
T002998,C0316,P009,2024-04-15,4,7.73,30.93,USA,Partner
T002999,C0316,P016,2024-09-24,3,11.03,33.08,USA,Online
T003000,C0317,P006,2024-09-14,3,12.67,38.02,Belgium,In-Store
T003001,C0317,P014,2024-05-05,6,5.29,31.73,Belgium,Partner
T003002,C0317,P018,2024-10-22,2,7.09,14.17,Belgium,Online
T003003,C0317,P001,2024-10-20,6,4.57,27.42,Belgium,Mobile
T003004,C0317,P004,2024-06-10,5,6.73,33.64,Belgium,Mobile
T003005,C0317,P018,2024-04-23,5,7.56,37.79,Belgium,In-Store
T003006,C0317,P003,2024-01-11,4,8.45,33.81,Belgium,Partner
T003007,C0317,P001,2024-01-11,4,4.36,17.45,Belgium,Online
T003008,C0317,P004,2024-01-06,6,6.58,39.45,Belgium,Mobile
T003009,C0318,P019,2024-06-10,5,15.68,78.41,Australia,In-Store
T003010,C0318,P004,2024-01-31,3,6.9,20.7,Australia,In-Store
T003011,C0318,P018,2024-01-22,2,7.51,15.02,Australia,In-Store
T003012,C0318,P011,2024-12-31,2,16.61,33.21,Australia,Partner
T003013,C0318,P007,2024-12-22,5,13.4,66.99,Australia,Partner
T003014,C0318,P007,2024-08-13,5,14.36,71.8,Australia,Online
T003015,C0318,P007,2024-10-17,4,14.01,56.05,Australia,Mobile
T003016,C0318,P007,2024-12-26,4,13.64,54.56,Australia,Online
T003017,C0318,P011,2024-08-08,6,15.71,94.29,Australia,Online
T003018,C0318,P012,2024-11-29,4,8.96,35.82,Australia,In-Store
T003019,C0319,P013,2024-07-01,3,20.16,60.48,France,In-Store
T003020,C0319,P004,2024-12-13,2,6.67,13.34,France,Online
T003021,C0319,P005,2024-04-03,6,10.4,62.4,France,Partner
T003022,C0319,P001,2024-11-28,3,4.52,13.56,France,Partner
T003023,C0319,P014,2024-03-31,2,5.41,10.83,France,Online
T003024,C0319,P013,2024-12-15,4,19.5,78.01,France,Partner
T003025,C0319,P003,2024-12-22,2,8.57,17.15,France,Partner
T003026,C0319,P011,2024-11-21,3,15.74,47.21,France,In-Store
T003027,C0319,P014,2024-03-04,4,5.25,20.99,France,Online
T003028,C0319,P007,2024-04-19,6,14.07,84.39,France,Online
T003029,C0319,P009,2024-03-09,3,7.49,22.47,France,Online
T003030,C0319,P009,2024-09-27,4,7.63,30.53,France,Mobile
T003031,C0319,P019,2024-10-21,4,16.46,65.84,France,Partner
T003032,C0319,P019,2024-12-21,2,15.86,31.72,France,Online
T003033,C0320,P006,2024-11-10,6,12.55,75.27,Spain,Partner
T003034,C0320,P009,2024-12-27,4,7.69,30.76,Spain,Mobile
T003035,C0320,P011,2024-09-08,6,16.4,98.39,Spain,Online
T003036,C0320,P015,2024-08-05,4,25.96,103.84,Spain,Online
T003037,C0320,P004,2024-01-18,5,6.98,34.89,Spain,Mobile
T003038,C0320,P010,2024-02-03,3,6.04,18.13,Spain,Partner
T003039,C0320,P007,2024-07-02,6,13.96,83.75,Spain,Mobile
T003040,C0320,P008,2024-08-18,3,21.79,65.37,Spain,Online
T003041,C0320,P009,2024-01-07,-2,7.3,-14.6,Spain,Online
T003042,C0320,P012,2024-08-02,3,9.01,27.03,Spain,Online
T003043,C0321,P018,2024-03-26,3,7.17,21.52,Germany,Online
T003044,C0321,P009,2024-04-29,2,7.62,15.23,Germany,Online
T003045,C0321,P020,2024-08-24,2,13.8,27.61,Germany,Mobile
T003046,C0321,P001,2024-01-29,4,4.62,18.46,Germany,Partner
T003047,C0321,P019,2024-05-18,4,15.35,61.4,Germany,In-Store
T003048,C0321,P008,2024-09-04,6,22.32,133.89,Germany,In-Store
